Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
0K5VTaySAQacalTkT9NHQV,"3jU5LKRsimuyZjA0lSkdPp,34SZwJiEqXrylhek3q2OmS,7aM2zF8ZvXMD8DzZY98W10,4L8t6duzhRBQEuHBWdng8e,25rfSQptHe18iy1f4TYR7A",Punt De Mira,Tas Loko Mixtape,"Mushkaa,blau,jovedry,Andana,roots",2023-04-14,125000,34,orioldera10,2023-08-13T11:58:41Z
79Bm7OPyRKmgbY3Z8nU4PJ,6I63R76ouyFvUIwPggQxxT,De l'1 al què,Èpic Solete,The Tyets,2023-03-03,155861,48,orioldera10,2023-08-13T11:58:49Z
0EfhQULHdmKJ9UozuVpgGP,7DzqOghrDEW0vlJxZXaeLj,Secret,Ni llum ni lluna,Julieta,2022-09-16,117447,27,orioldera10,2023-08-13T11:58:51Z
2sEUjYaQWzcqYwV9AhWZEz,7DzqOghrDEW0vlJxZXaeLj,Diga'm el que sents,Cap.I : CARI,Julieta,2023-04-28,159043,19,orioldera10,2023-08-13T11:59:03Z
15Q0nVMGSUJJWsRcEvk6ik,7DzqOghrDEW0vlJxZXaeLj,Avions volant,Cap.II : EUGA DE NIT,Julieta,2023-06-09,174200,30,orioldera10,2023-08-13T11:59:06Z
19iS4oDOBR8IjMcJTLKlP7,3XROpF1yIcXOcMjDkswghI,FETS DE FIL,FETS DE FIL,MARIA HEIN,2023-06-28,160300,9,orioldera10,2023-08-13T11:59:57Z
2X6gMsNNUIoJk2CNWlmEfG,3Zyph9kkkEfTKaMQrLotUV,Conte d'Estiu (a la ràdio),Conte d'Estiu (a la ràdio),Socunbohemio,2023-07-26,191803,16,orioldera10,2023-08-13T12:00:05Z
4FjFx6qNHJnkl31RMO9Dus,"46HCmOnDrKgcbvTFFgnkkC,5OnhZfL9VuuicSPxkFxwJk,6YNAXZ2z0lrtPOMSkO3KRY,5zsNBwkuZ56oMjsVQqyByD,40vuPmT2EMIRoKeNw6mQbe",La Paka,La Paka,"P.A.W.N. Gang,Good Jan,Teuma Thug,Yung Mare,Maken Row",2023-07-14,174857,24,orioldera10,2023-08-13T12:00:12Z
5DGtrF9Wlqtu1NpXtEoTA1,"6I63R76ouyFvUIwPggQxxT,4WsE6jJORlwp3OcAWkCUrj",La Dels Manolos,La Dels Manolos,"The Tyets,Los Manolos",2021-09-24,177875,35,orioldera10,2023-08-13T12:00:44Z
4Lt3XRnmlwFvYU7NstKA5W,"2bNKVXUVgZPjFR9VNYJNj6,23d92HZZYDNJRlshjZIAt3,6I63R76ouyFvUIwPggQxxT,25rfSQptHe18iy1f4TYR7A",Plou,Confit,"Boom Boom Fighters,Cookah P,The Tyets,roots",2023-02-09,181000,32,orioldera10,2023-08-13T12:00:51Z
0rmUYtY05iEgbOoeWgxL0t,"6I63R76ouyFvUIwPggQxxT,0op3EnoEZ0jQY13sbyoSo2","Amics, Tiets i Coneguts","Amics, Tiets i Coneguts","The Tyets,Els Amics De Les Arts",2021-05-07,217348,47,orioldera10,2023-08-13T12:00:58Z
7dxokhN2eR0qAHYRzaIii2,24yN33FZM27S4x4EJCFsjR,Sant Hilari,Sant Hilari,Flashy Ice Cream,2022-04-22,185250,33,orioldera10,2023-08-13T12:01:02Z
38qM1SNtlKwkGs15ISysYH,"5ZY6lI5dEppItx901v0wYa,6I63R76ouyFvUIwPggQxxT",Cada Dia,Cada Dia,"Yung Rajola,The Tyets",2022-04-28,185333,26,orioldera10,2023-08-13T12:01:04Z
3W435m3oSVo30tu1ndbV0G,2Y4AiImxLUoWEgxedb3Gtz,Addictes a Viure,Fotosíntesi,La Fúmiga,2021-11-05,190026,37,orioldera10,2023-08-13T12:01:21Z
6ktnF4Y4TNzaDTylC92DL8,6I63R76ouyFvUIwPggQxxT,Menorca,Menorca,The Tyets,2020-07-10,181794,49,orioldera10,2023-08-13T12:01:26Z
0PZzAQLoGKZRWeVDoLLU5s,6I63R76ouyFvUIwPggQxxT,Mama tinc pipí,El Pipeig,The Tyets,2020-11-13,184416,24,orioldera10,2023-08-13T12:02:02Z
5pO9pJ4X7chzWMVVLY11fV,7DzqOghrDEW0vlJxZXaeLj,TUM VALORES,Juji,Julieta,2021-12-15,187718,21,orioldera10,2023-08-13T12:02:16Z
4seVO1d3uzE3inbIHFhSKn,"7fUEi9sgiLw8gwQ307T6IU,6I63R76ouyFvUIwPggQxxT",LA PLATJA,HOMAS,"Stay Homas,The Tyets",2023-05-05,160151,51,orioldera10,2023-08-19T10:46:45Z
4CsYWyFMl5C0uV5MNUecyF,"2Y4AiImxLUoWEgxedb3Gtz,7a3ryRcO3alwbqaX4RagzM",Fotosíntesi,Fotosíntesi,"La Fúmiga,ZOO",2021-11-05,183013,47,orioldera10,2023-08-19T10:49:17Z
3YJzbGWdu51fZKI4YEmyrS,6I63R76ouyFvUIwPggQxxT,LA MILLOR ÈPOCA DE L’ANY,NADAL MIX 2023,The Tyets,2023-12-12,171638,24,orioldera10,2023-12-12T13:18:30Z
6Mk1sd1iixmQC6CxaWsnEb,6I63R76ouyFvUIwPggQxxT,Que Vinguis,Que vinguis,The Tyets,2024-05-23,151304,46,orioldera10,2024-05-26T15:38:36Z
2afUtubQ3Gq6q9LXUP7mmt,"24yN33FZM27S4x4EJCFsjR,6I63R76ouyFvUIwPggQxxT",Això és l'estiu,Això és l'estiu,"Flashy Ice Cream,The Tyets",2024-07-11,201760,39,orioldera10,2024-07-12T10:04:48Z
061GP3myKZzbztHmOivT7Q,4u6NigaxBfdKYhDdifXSCR,La Faràndula,La Faràndula,Sexenni,2024-05-31,186260,35,orioldera10,2024-08-02T10:16:24Z
3nhtWRBsejOh4Y8gXaQ8vg,"66sVsxa3MGkILbbcv5cJ4W,0bZpmYTPXVvnSiZ7SLiMPa,0gOjPKtrlU8B7w11OkbYdo",SUAR,SUAR,"Scorpio,Cloe,Scotty DK",2024-06-28,178885,22,orioldera10,2024-08-02T10:16:32Z
33ZhWUnsud391SIkWBIPXa,"4Wfi7bsHCX2jfKgYvwl4gO,4B6t52mhiUhrnMWR19T9ei,0bZpmYTPXVvnSiZ7SLiMPa,4u6NigaxBfdKYhDdifXSCR",Bicicletes,Bicicletes,"Iglú,Júlia Blum,Cloe,Sexenni",2024-07-01,128780,31,orioldera10,2024-08-02T10:16:46Z
38wqmNlzqDAH91OVYYSZ40,"46HCmOnDrKgcbvTFFgnkkC,6YNAXZ2z0lrtPOMSkO3KRY,13FzwBhhVR3ixmoggvmVBm,5OnhZfL9VuuicSPxkFxwJk,1GPrbtpaDXV9wxRuRHUNmv,28zvL9VWvgZfwAJymF2W16,5zsNBwkuZ56oMjsVQqyByD",Sassa,Sassa,"P.A.W.N. Gang,Teuma Thug,Monrra Straps,Good Jan,Lil Guiu,Willfree,Yung Mare",2023-06-09,222000,31,orioldera10,2024-08-02T10:16:56Z
4HctzBLXedNFxoNEzCz4s0,7kvpnHcyn0RxXpUgEk8ov6,LO NOSTRE,LO NOSTRE,xicu,2024-07-19,167127,11,orioldera10,2024-08-02T10:17:24Z
0EdVbb3Lz8kE1nT9RMS1Ui,7DyiuN7G1T9S6l5BCvVNXI,2002,2002,Lluc,2024-07-26,118280,12,orioldera10,2024-08-02T10:22:01Z
6dOODcxFLCAWrAtE7UHgSr,4GTUndxka2D7946SDB3m2I,No Worries,No Worries,Roof Bandits,2024-02-09,165000,10,orioldera10,2024-08-15T15:17:16Z
3ugGFQ3xsfD5ujoqzbYnFV,"4GTUndxka2D7946SDB3m2I,1w2Tq2cnPhhdD0AZZR0kOs",Freedom,Freedom,"Roof Bandits,Sotabosc",2024-05-31,193376,8,orioldera10,2024-08-15T15:18:06Z
4oGvBNpgLClPi0hsvIFyFK,"3uvPbZvw5KBjF8WRkMsjcz,6I63R76ouyFvUIwPggQxxT",Sushi Poke,Sushi Poke,"dani6ix & IZZKID,The Tyets",2024-11-28,142908,48,orioldera10,2024-11-28T20:28:53Z
2TzGyJSmcxF3qHRmstH5tJ,6I63R76ouyFvUIwPggQxxT,Si ho deixéssim tot,Cafè pels més cafeteros,The Tyets,2025-04-04,148747,53,orioldera10,2025-04-04T06:06:00Z
4w04fsMYukU7TUutzBmIeD,6I63R76ouyFvUIwPggQxxT,Cafè pels més cafeteros,Cafè pels més cafeteros,The Tyets,2025-04-04,162992,50,orioldera10,2025-04-04T06:06:00Z
0fYhMttPeZwWxZtIo88U8i,6I63R76ouyFvUIwPggQxxT,A Fora Plou,Cafè pels més cafeteros,The Tyets,2025-04-04,171249,52,orioldera10,2025-04-04T06:06:00Z
6MCLjGvI7Mo2gXpagEZarZ,6I63R76ouyFvUIwPggQxxT,Cul i Merda,Cafè pels més cafeteros,The Tyets,2025-04-04,147464,49,orioldera10,2025-04-04T06:06:00Z
1QvLkhsBtpBFHEz9GxX2zb,"6I63R76ouyFvUIwPggQxxT,3uvPbZvw5KBjF8WRkMsjcz",Sushi Poke,Cafè pels més cafeteros,"The Tyets,dani6ix & IZZKID",2025-04-04,142908,51,orioldera10,2025-04-04T06:06:00Z
6rRgNnfPdVPw0xZ53Dapbr,6I63R76ouyFvUIwPggQxxT,Pantis curts,Cafè pels més cafeteros,The Tyets,2025-04-04,131877,48,orioldera10,2025-04-04T06:06:00Z
7wJeo46my0VHqDdDX713Vb,6I63R76ouyFvUIwPggQxxT,Que Vinguis,Cafè pels més cafeteros,The Tyets,2025-04-04,151304,48,orioldera10,2025-04-04T06:06:00Z
5yNlI0mOTg9qOfZ3Ryyjva,"6I63R76ouyFvUIwPggQxxT,5zeSRJxJzaOyxt9p4kxMLg",Fa Dies,Cafè pels més cafeteros,"The Tyets,Chiara Oliver",2025-04-04,163699,48,orioldera10,2025-04-04T06:06:00Z
